"long","lat","study.id","variable","year","jan","feb","mar","apr","may","june","july","aug","sep","oct","nov","dec"
-109.93,32.7,"AZ549","ppt",1901,86,81,31,7,19,0,233,111,39,74,25,20
-112.15,37.6,"UT513","ppt",1901,17,82,24,21,16,5,16,110,1,19,3,29
-111.93,37.72,"UT514","ppt",1901,29,120,47,49,26,8,26,110,1,27,5,58
-112.25,37.47,"UT515","ppt",1901,37,144,38,49,19,7,28,142,1,30,5,70
-109.98,32.7,"AZ040","ppt",1901,62,66,26,6,17,0,151,73,29,58,18,13
-105,39,"CO045","ppt",1901,11,13,54,95,111,46,34,77,17,16,4,26
-108.55,37.58,"CO066","ppt",1901,33,33,29,24,43,9,12,54,5,32,12,17
-110.28,32.58,"AZ033","ppt",1901,57,58,30,5,21,0,101,65,20,52,15,9
-109.82,32.62,"AZ056","ppt",1901,70,71,29,7,16,1,181,98,31,66,24,13
-109.75,33.3,"AZ503","ppt",1901,82,54,32,6,12,0,99,58,20,36,19,15
-110.77,32.42,"AZ501","ppt",1901,108,139,57,11,17,0,164,143,29,54,25,8
-109.9,40.67,"UT500","ppt",1901,37,106,60,43,96,11,26,62,9,53,31,64
-121.17,46.33,"WA4","ppt",1901,185,208,65,55,31,33,2,3,55,20,152,121
-120.3,47.37,"WA3","ppt",1901,65,57,19,13,32,21,3,1,26,7,61,42
-121.48,46.63,"WA2","ppt",1901,335,315,125,132,74,58,10,5,93,73,342,214
-111.33,45.3,"MT110","ppt",1901,72,61,79,77,157,53,13,29,91,20,39,159
-111.32,45.3,"MT114","ppt",1901,71,58,78,75,156,53,13,29,90,19,39,155
-119.67,37.72,"CA607","ppt",1901,204,231,33,76,54,1,0,1,21,54,104,51
-106.82,29.52,"MEXI004","ppt",1901,7,27,6,6,4,22,126,55,49,98,13,1
-106.3,35.87,"NM046","ppt",1901,23,28,16,26,53,9,106,83,42,34,36,6
-121.67,50.25,"CANA9","ppt",1901,59,44,20,26,21,31,9,1,28,25,100,50
-110.53,36.68,"AZ085","ppt",1901,16,36,9,9,11,2,13,52,2,20,6,12
-110.3,39.78,"UT506","ppt",1901,10,35,13,14,37,4,10,54,2,24,8,14
-108.5,37.2,"CO021","ppt",1901,30,34,24,19,39,7,14,46,7,25,10,16
-108.5,37.2,"CO","ppt",1901,30,34,24,19,39,7,14,46,7,25,10,16
-106.83,37.8,"CO502","ppt",1901,9,10,17,13,35,15,26,64,16,20,4,11
-122.5,54.5,"CANA093","ppt",1901,82,26,60,58,56,64,53,13,46,43,130,100
-105.37,40,"CO578","ppt",1901,13,23,61,113,105,55,22,48,18,13,5,41
-121.25,51.88,"CANA095","ppt",1901,15,8,6,14,25,62,34,8,23,7,29,24
-106.08,26.4,"MEXI022","ppt",1901,13,36,6,6,14,47,203,133,113,77,6,10
-106.08,26.4,"MEXI023","ppt",1901,13,36,6,6,14,47,203,133,113,77,6,10
-100.07,24.83,"MEXI024","ppt",1901,10,15,5,17,27,45,59,29,84,15,13,13
-107.62,27.7,"MEXI025","ppt",1901,10,35,6,3,7,25,198,88,89,89,4,6
-98.47,20.4,"MEXI026","ppt",1901,1,72,6,22,33,80,155,219,289,66,89,6
-105.75,23.75,"MEXI027","ppt",1901,2,216,0,0,0,153,456,295,247,61,0,86
-108,28.33,"MEXI028","ppt",1901,14,39,8,4,9,29,271,137,86,103,9,8
-104.85,31.9,"TX046","ppt",1901,11,52,10,10,15,35,129,49,67,115,54,4
-108.4,30.4,"MEXI031","ppt",1901,22,21,11,7,4,13,111,69,31,52,28,4
-99.7,20.17,"MEXI033","ppt",1901,0,25,3,13,25,49,137,142,113,25,25,2
-105.8,32.8,"NM579","ppt",1901,21,84,28,14,13,19,122,53,45,103,93,6
-97.88,19.53,"MEXI037","ppt",1901,0,52,4,22,42,57,119,179,158,33,37,3
-109.17,33.9,"AZ052","ppt",1901,41,50,25,15,25,1,118,70,25,57,29,22
-112.13,36.25,"AZ060","ppt",1901,57,175,31,20,20,3,21,77,0,33,12,29
-108.75,34.03,"NM011","ppt",1901,17,36,13,10,19,1,86,48,25,55,25,12
-105.78,34.23,"NM112","ppt",1901,15,39,7,15,29,9,68,44,47,46,56,6
-108.92,33.9,"NM010","ppt",1901,33,51,18,12,22,1,109,63,25,58,36,18
-111.97,36.28,"AZ063","ppt",1901,58,176,31,19,23,3,23,77,1,35,12,27
-108.63,33.53,"NM012","ppt",1901,53,112,33,17,20,2,153,78,27,91,68,21
-102.62,28.93,"MEXI014","ppt",1901,9,19,4,16,16,25,73,32,67,38,7,3
-109.95,40.57,"UT501","ppt",1901,28,66,32,29,62,7,19,52,6,42,18,35
-112.07,36.33,"AZ062","ppt",1901,60,189,35,25,26,3,23,87,0,37,13,33
-106.18,37.07,"CO046","ppt",1901,16,18,21,22,63,16,62,78,29,27,9,9
-103.3,29.25,"TX001","ppt",1901,7,31,3,9,12,30,104,43,66,67,6,2
-107.7,38.57,"CO053","ppt",1901,27,22,32,32,48,21,12,63,5,24,10,17
-105.63,39.68,"CO060","ppt",1901,22,26,69,110,102,51,33,80,16,16,7,49
-109.43,35.87,"AZ046","ppt",1901,17,24,10,10,30,2,33,37,4,19,10,13
-106.87,39.65,"CO052","ppt",1901,16,11,21,30,30,21,16,38,3,15,5,20
-105.6,23.33,"MEXI006","ppt",1901,2,200,0,0,0,122,514,335,278,76,0,120
-105.52,23.75,"MEXI009","ppt",1901,3,229,1,0,1,149,467,315,249,61,1,96
-105.6,23.33,"MEXI008","ppt",1901,2,198,0,0,0,122,514,335,278,76,0,119
-109.13,33.95,"AZ105","ppt",1901,46,59,28,16,29,1,138,81,29,65,36,25
-113,35,"AZ109","ppt",1901,22,63,13,4,15,0,48,58,0,30,14,0
-106.08,41.1,"WY010","ppt",1901,20,52,56,64,58,37,21,37,13,17,5,69
-111,34.38,"AZ027","ppt",1901,97,149,39,12,43,0,84,87,10,52,25,22
-106.33,40.92,"CO050","ppt",1901,20,43,41,58,55,32,17,31,13,18,5,64
-110.3,39.78,"UT505","ppt",1901,10,35,13,14,37,4,10,54,2,24,8,14
-106.55,32.35,"NM020","ppt",1901,17,48,16,14,4,11,99,38,31,116,82,1
-105.93,38.48,"CO055","ppt",1901,5,5,20,20,39,17,20,37,9,17,2,9
-110.85,31.72,"AZ504","ppt",1901,92,115,47,11,7,0,280,134,41,79,23,4
-105.67,33,"NM004","ppt",1901,17,68,16,16,14,17,121,49,52,91,69,8
-106.87,38.68,"CO061","ppt",1901,31,24,39,31,46,26,17,60,10,18,9,23
-111.5,35.18,"AZ050","ppt",1901,29,74,15,5,30,1,45,44,2,38,15,3
-105.72,32.93,"NM502","ppt",1901,19,77,22,15,13,18,125,51,50,98,92,8
-105.7,32.98,"NM097","ppt",1901,19,79,22,16,14,18,127,52,51,92,95,9
-108.5,33.25,"NM063","ppt",1901,14,23,9,3,11,2,79,56,31,56,31,5
-100.48,25.27,"MEXI030","ppt",1901,11,15,6,20,31,52,93,38,98,17,22,9
-108.72,44.18,"WY029","ppt",1901,3,9,9,20,52,36,9,18,12,10,5,17
-109.55,43.43,"WY028","ppt",1901,21,43,46,85,75,54,15,35,27,28,20,74
-106.8,38.73,"CO589","ppt",1901,46,37,59,46,54,29,20,64,12,24,14,35
-105.28,40.42,"CO592","ppt",1901,8,21,41,98,100,58,19,38,21,11,3,33
-107,38.08,"CO593","ppt",1901,21,20,30,22,53,17,20,67,13,29,7,19
-105.9,39.6,"CO597","ppt",1901,39,35,65,86,81,40,27,63,14,18,9,61
-108.8,39.6,"CO599","ppt",1901,38,62,46,52,44,15,10,55,1,26,15,29
-105.27,39.93,"CO603","ppt",1901,12,22,56,108,104,51,20,42,17,13,5,39
-106.78,41.15,"WY031","ppt",1901,41,110,101,101,78,42,21,32,17,40,13,193
-106.23,39.85,"CO604","ppt",1901,24,26,47,64,63,33,18,53,11,16,8,41
-106.13,40.07,"CO606","ppt",1901,17,23,30,47,52,32,16,41,11,14,5,32
-108.15,39,"CO580","ppt",1901,59,63,92,82,74,31,16,98,3,41,19,45
-105.55,40.32,"CO572","ppt",1901,26,56,81,144,99,49,25,55,19,17,7,89
-106.02,38.85,"CO609","ppt",1901,11,11,25,37,49,23,20,48,10,14,4,14
-106.33,40.92,"CO613","ppt",1901,20,43,41,58,55,32,17,31,13,18,5,64
-105.52,40.02,"CO619","ppt",1901,21,34,66,118,109,58,31,58,17,14,6,61
-106.23,38.8,"CO617","ppt",1901,20,21,36,47,56,24,25,53,11,18,7,22
-107.22,38.53,"CO620","ppt",1901,32,23,24,18,75,30,19,71,10,21,9,19
-106.43,38.4,"CO624","ppt",1901,28,24,28,27,44,23,20,53,14,17,5,24
-106.85,40.75,"CO581","ppt",1901,68,124,115,131,92,41,16,47,13,37,17,170
-105.27,38.33,"CO628","ppt",1901,13,14,59,78,96,30,46,61,22,20,3,27
-104.43,39.07,"CO566","ppt",1901,9,8,37,90,91,49,38,61,16,11,2,18
-106.07,40.03,"CO630","ppt",1901,30,38,54,75,68,40,19,56,13,16,8,53
-105.15,37.9,"CO632","ppt",1901,13,14,44,60,83,24,47,65,20,20,4,18
-110.78,32.45,"AZ557","ppt",1901,117,152,56,11,17,0,151,140,25,60,28,8
-112,36.42,"AZ505","ppt",1901,45,137,30,24,27,5,23,93,1,34,11,27
-123.47,48.53,"CANA163","ppt",1901,152,122,70,87,45,42,9,1,37,80,277,144
-123.47,48.53,"CANA164","ppt",1901,152,122,70,87,45,42,9,1,37,80,277,144
-123.47,48.53,"CANA165","ppt",1901,152,122,70,87,45,42,9,1,37,80,277,144
-123.47,48.53,"CANA166","ppt",1901,152,122,70,87,45,42,9,1,37,80,277,144
-123.47,48.53,"CANA167","ppt",1901,152,122,70,87,45,42,9,1,37,80,277,144
-108.18,34.97,"NM580","ppt",1901,22,31,12,13,31,4,57,55,26,31,28,9
-96.63,17.17,"MEXI044","ppt",1901,5,42,8,25,55,163,180,221,247,54,51,15
-97.32,19.17,"MEXI045","ppt",1901,0,75,4,19,41,79,214,275,252,37,62,6
-96.62,17.18,"MEXI046","ppt",1901,5,44,9,26,56,168,187,230,256,58,55,16
-106.52,36.35,"NM583","ppt",1901,17,17,14,21,40,7,59,56,25,24,16,5
-106.6166,36.2833,"NM584","ppt",1901,28,25,19,28,52,11,84,84,38,39,25,9
-106.6833,35.9167,"NM586","ppt",1901,47,53,28,35,52,9,109,89,45,45,52,11
-106.67,35.88,"NM587","ppt",1901,45,53,28,34,52,9,108,87,45,44,53,10
-106.08,26.4,"MEXI022","ppt",1902,84,7,5,17,14,55,223,179,140,29,26,25
-106.08,26.4,"MEXI023","ppt",1902,84,7,5,17,14,55,223,179,140,29,26,25
-111.33,45.3,"MT110","ppt",1902,44,74,91,91,127,68,49,27,44,12,84,66
-111.32,45.3,"MT114","ppt",1902,42,71,89,89,126,68,49,27,44,12,83,64
-108.1,34.97,"NM572","ppt",1902,17,5,7,1,30,6,21,65,26,8,30,25
-121.4,48.05,"WA047","ppt",1902,428,569,422,278,236,55,97,51,165,135,727,633
-123.03,47.83,"WA086","ppt",1902,224,340,274,139,106,38,47,26,88,83,386,411
-124,48,"WA088","ppt",1902,351,359,342,142,106,37,40,30,108,169,498,600
-121.33,47.88,"WA090","ppt",1902,351,516,304,253,177,47,91,34,129,135,579,587
-110.67,44.98,"WY027","ppt",1902,14,21,44,43,66,40,39,18,29,6,43,20
-105.55,40.32,"CO572","ppt",1902,22,29,74,47,64,43,39,26,100,34,32,58
-108.15,39,"CO580","ppt",1902,44,62,48,39,58,20,46,64,48,30,94,78
-106.23,38.8,"CO617","ppt",1902,20,15,21,22,42,16,26,46,31,22,28,25
-105.52,40.02,"CO619","ppt",1902,18,17,51,36,68,49,48,30,91,28,24,41
-106.8667,39.65,"CO644","ppt",1902,9,8,13,14,22,15,30,24,30,19,16,22
-106.23,39.85,"CO646","ppt",1902,17,17,34,23,34,25,29,29,54,27,28,33
-108.5,37.2,"CO647","ppt",1902,29,27,19,8,34,7,19,42,35,16,38,55
-113.75,48.9167,"MT118","ppt",1902,73,178,77,51,187,90,107,38,36,13,194,164
-113.3667,48.5167,"MT122","ppt",1902,76,192,82,57,180,87,97,39,41,18,183,186
-113.3667,48.4833,"MT123","ppt",1902,54,129,55,40,139,73,72,34,34,13,131,129
-112.7333,47.9167,"MT124","ppt",1902,27,86,32,23,163,75,61,28,24,10,75,78
-110.5333,46.2667,"MT125","ppt",1902,11,34,36,38,129,62,47,20,32,8,38,29
-109.8,37.9333,"UT529","ppt",1902,23,23,24,11,15,5,20,33,41,9,54,30
-110.333,39.6,"UT530","ppt",1902,14,25,33,23,15,8,10,20,50,8,44,23
-109.65,44.9333,"WY039","ppt",1902,29,47,80,64,70,53,39,19,30,6,72,40
-108.7167,44.1833,"WY040","ppt",1902,3,5,9,18,37,25,15,4,7,4,4,4
-109.6333,42.85,"WY043","ppt",1902,9,25,35,35,45,23,15,6,15,12,19,24
-109.7667,42.9667,"WY045","ppt",1902,12,31,43,39,49,24,17,6,15,14,23,32
-116.44,52.19,"CANA327","ppt",1902,31,32,27,22,80,110,85,90,54,18,37,29
-116.388,52.072,"CANA331","ppt",1902,46,48,36,26,85,107,89,83,57,19,64,51
-114.2,49.9,"CANA332","ppt",1902,36,69,44,48,135,98,103,103,33,12,42,51
-114,49.7,"CANA333","ppt",1902,27,50,30,30,110,93,95,67,29,7,47,40
-114.2,50,"CANA334","ppt",1902,41,59,47,50,134,107,93,81,36,14,51,56
-114.2,49.9,"CANA336","ppt",1902,28,63,36,37,114,85,95,91,30,8,41,37
-114.98,51.13,"CANA337","ppt",1902,23,39,35,42,101,119,81,90,50,15,34,29
-114.7,51.3,"CANA338","ppt",1902,17,24,27,32,92,135,105,88,50,13,30,24
-114.1,49.9,"CANA339","ppt",1902,34,67,41,44,129,93,106,88,32,11,45,47
-114.4,49.9,"CANA343","ppt",1902,46,56,45,50,131,115,76,62,36,13,51,61
-114.0833,49.9667,"CANA346","ppt",1902,39,72,46,50,138,105,105,95,35,14,50,55
-114.2,49.9,"CANA347","ppt",1902,35,68,43,46,131,95,102,101,33,11,42,48
-116.43,52.06,"CANA350","ppt",1902,61,64,47,31,89,110,91,85,62,26,82,65
-110.78,32.45,"AZ557","ppt",1902,63,15,51,1,12,2,34,141,44,23,134,141
-121,40,"CA682","ppt",1902,44,391,174,92,34,10,3,1,2,105,192,170
-118.05,52.9167,"CANA426","ppt",1902,31,24,19,20,46,70,58,61,47,20,45,30
-118.0667,52.9333,"CANA427","ppt",1902,31,25,18,20,45,70,59,61,47,20,47,31
-118.0667,52.9167,"CANA428","ppt",1902,30,23,18,20,43,67,56,58,45,19,44,29
-118.1167,52.8833,"CANA429","ppt",1902,30,22,18,19,43,67,56,59,45,19,46,28
-111.9667,41.35,"UT536","ppt",1902,111,155,116,143,74,20,20,13,12,25,115,130
-111.95,41.3667,"UT537","ppt",1902,168,237,171,196,95,27,25,16,17,32,172,199
-111.65,41.91,"UT538","ppt",1902,107,158,146,151,68,19,17,10,9,22,119,139
-116.79,48.37,"ID017","ppt",1902,57,155,56,65,130,35,71,23,38,17,217,154
-114.8667,47.3333,"MT129","ppt",1902,36,93,33,42,111,39,61,21,29,16,133,92
-114.25,46.8167,"MT130","ppt",1902,52,130,51,66,140,32,66,17,23,17,184,158
-113.6333,46.65,"MT131","ppt",1902,22,50,27,38,102,25,37,13,9,6,63,81
-114.6855,46.8557,"MT132","ppt",1902,27,55,22,33,97,26,54,17,19,10,93,72
-111.7667,46.7667,"MT133","ppt",1902,7,30,28,19,111,44,46,12,17,6,23,32
-110.8167,46.0833,"MT134","ppt",1902,7,19,23,32,92,40,36,25,40,7,37,18
-121.95,44.4333,"OR096","ppt",1902,158,383,217,202,148,23,52,9,40,70,443,406
-108.3478,37.2739,"CO651","ppt",1902,26,26,20,8,39,8,21,39,36,16,38,54
-108.3478,37.2739,"CO652","ppt",1902,26,26,20,8,39,8,21,39,36,16,38,54
-110.2094,43.5727,"WY052","ppt",1902,26,49,71,52,48,26,26,8,14,13,53,53
-110.6711,43.3042,"WY055","ppt",1902,16,40,45,41,44,21,25,6,13,9,38,35
-107.817,28.018,"MEXI050","ppt",1902,135,4,4,19,6,29,360,239,130,27,57,40
-107.95,28.122,"MEXI051","ppt",1902,155,6,5,22,10,31,405,269,136,35,64,46
-108.211,29.322,"MEXI052","ppt",1902,91,12,13,10,9,29,235,214,115,27,51,61
-107.86,28.085,"MEXI053","ppt",1902,139,5,4,20,8,29,382,250,130,29,58,42
-108.192,29.308,"MEXI054","ppt",1902,87,12,12,9,9,29,235,212,114,27,49,59
-108.619,30.543,"MEXI055","ppt",1902,15,6,7,1,5,20,84,146,57,13,27,38
-107.013,25.934,"MEXI056","ppt",1902,131,23,13,18,20,80,284,236,206,51,44,58
-108.264,28.622,"MEXI057","ppt",1902,68,5,5,7,6,30,221,179,99,21,27,36
-103.919,25.234,"MEXI058","ppt",1902,20,3,3,4,19,37,60,75,49,18,5,10
-100.492,25.275,"MEXI063","ppt",1902,15,12,5,28,26,12,39,1,78,29,38,42
-102.358,27.038,"MEXI064","ppt",1902,12,8,4,14,28,19,53,30,79,20,20,27
-100.372,25.238,"MEXI065","ppt",1902,13,10,4,30,26,14,34,1,89,31,31,32
-105.538,25.418,"MEXI068","ppt",1902,42,9,5,6,23,66,160,117,138,27,16,23
-106.074,25.053,"MEXI069","ppt",1902,76,15,5,5,37,79,153,113,178,27,25,42
-105.108,24.609,"MEXI070","ppt",1902,31,9,2,2,34,73,117,75,160,17,10,21
-104.841,23.453,"MEXI071","ppt",1902,41,9,1,1,38,86,114,82,230,13,14,30
-105.437,23.661,"MEXI073","ppt",1902,62,11,1,0,45,119,126,77,264,14,16,41
-106.082,26.394,"MEXI074","ppt",1902,83,7,5,16,14,56,223,178,140,29,26,25
-106.343,26.183,"MEXI075","ppt",1902,94,10,7,17,13,60,202,177,150,35,31,31
-105.738,25.076,"MEXI076","ppt",1902,35,5,3,1,7,63,137,95,140,17,8,24
-105.588,23.756,"MEXI077","ppt",1902,46,6,0,0,24,93,111,60,197,12,14,29
-106.356,25.951,"MEXI078","ppt",1902,94,8,5,11,7,53,152,159,152,38,34,33
-104.536,23.495,"MEXI079","ppt",1902,25,4,1,1,22,67,75,60,135,11,10,14
-106.383,25.15,"MEXI080","ppt",1902,97,22,6,5,26,89,182,133,189,31,35,60
-105.954,25.559,"MEXI082","ppt",1902,62,13,7,8,21,67,161,130,142,30,24,31
-105.919,24.318,"MEXI083","ppt",1902,64,11,1,0,21,102,123,79,207,11,16,36
-104.096,23.398,"MEXI084","ppt",1902,17,3,1,1,17,66,79,67,115,18,8,11
-105.041,23.541,"MEXI085","ppt",1902,49,7,1,0,31,88,96,67,198,12,14,28
-106.341,25.571,"MEXI086","ppt",1902,94,19,10,10,22,76,173,147,147,32,36,45
-98.717,20.204,"MEXI089","ppt",1902,0,0,4,2,60,125,155,103,182,130,26,20
-99.841,23.817,"MEXI095","ppt",1902,23,15,15,41,31,43,73,22,95,92,19,53
-97.779,19.519,"MEXI097","ppt",1902,0,1,3,1,72,109,104,83,114,74,20,16
-97.323,19.13,"MEXI098","ppt",1902,0,3,4,1,75,163,193,140,182,89,34,31
-97.893,19.554,"MEXI100","ppt",1902,0,1,3,1,68,106,101,83,105,69,19,14
-97.917,19.532,"MEXI101","ppt",1902,0,1,3,1,72,107,105,89,106,67,17,12
-103.953,23.218,"MEXI104","ppt",1902,17,3,1,1,16,73,93,78,116,24,6,16
-110.685,32.377,"AZ566","ppt",1902,44,10,37,1,10,3,27,95,40,17,68,90
-109.32,33.8,"AZ568","ppt",1902,33,20,17,1,32,8,29,99,60,9,60,85
-110.298,32.627,"AZ571","ppt",1902,20,12,21,0,18,5,26,73,36,17,41,59
-110.84,31.726,"AZ573","ppt",1902,44,8,38,0,5,6,51,130,64,26,66,99
-110.839,31.723,"AZ574","ppt",1902,46,9,40,0,5,7,53,135,68,27,69,103
-109.819,32.622,"AZ579","ppt",1902,18,13,19,0,15,11,46,125,60,20,49,88
-109.263,31.924,"AZ580","ppt",1902,11,9,13,0,9,17,56,184,48,16,42,98
-110.283,32.586,"AZ581","ppt",1902,19,10,23,0,19,5,26,75,36,18,43,60
-113.9,35.09,"AZ582","ppt",1902,14,11,26,4,3,0,15,34,18,0,95,14
-109.33,32,"AZ583","ppt",1902,9,8,12,0,5,8,37,133,32,11,30,67
-110.78,32.45,"AZ584","ppt",1902,63,15,51,1,12,2,34,141,44,23,134,141
-110.52,32.12,"AZ586","ppt",1902,27,8,25,0,8,4,37,107,44,20,48,68
-110.784,32.442,"AZ587","ppt",1902,64,16,53,1,12,2,36,153,47,23,138,148
-110.355,31.461,"AZ588","ppt",1902,20,7,18,0,5,7,36,101,38,16,32,74
-110.5333,36.6833,"AZ589","ppt",1902,22,12,16,8,10,2,10,36,20,5,44,28
-109.381,33.992,"AZ590","ppt",1902,47,31,31,2,33,11,33,104,58,8,90,106
-111.52,35.17,"AZ591","ppt",1902,36,20,37,8,12,2,18,82,30,1,73,22
-109.922,32.712,"AZ593","ppt",1902,25,17,22,0,18,14,63,148,79,25,65,122
-108.23,39.02,"CO655","ppt",1902,35,48,40,31,51,18,40,51,42,25,79,58
-108.259,33.355,"NM590","ppt",1902,16,9,3,0,24,7,33,134,39,12,29,68
-107.801,36.996,"NM592","ppt",1902,21,18,16,7,28,6,17,45,33,20,30,43
-106.526,36.357,"NM593","ppt",1902,11,6,13,2,30,6,23,55,25,10,23,19
-107.765,32.914,"NM594","ppt",1902,17,11,7,0,18,11,81,205,57,10,41,70
-108.702,34.069,"NM596","ppt",1902,17,10,5,0,21,8,31,100,43,12,31,45
-108.958,33.733,"NM599","ppt",1902,26,12,7,1,20,8,29,109,44,10,44,62
-107.167,33.984,"NM600","ppt",1902,16,3,4,0,27,4,54,142,51,16,31,33
-106.564,32.349,"NM601","ppt",1902,17,4,5,0,3,4,163,184,57,13,25,35
-107.32,36.701,"NM602","ppt",1902,13,11,12,3,26,7,15,42,31,15,23,29
-107.5,35.25,"NM606","ppt",1902,38,8,13,3,36,10,39,89,45,21,69,46
-108.13,35.6,"NM608","ppt",1902,17,6,7,2,25,8,21,57,27,8,31,26
-105.8,32.8,"NM609","ppt",1902,22,9,20,0,7,12,171,202,57,17,23,55
-108.216,33.407,"NM611","ppt",1902,18,10,3,0,27,8,34,149,51,13,32,72
-108.1,34.97,"NM615","ppt",1902,17,5,7,1,30,6,21,65,26,8,30,25
-105.796,34.244,"NM616","ppt",1902,21,5,6,0,19,7,50,66,25,17,34,38
-104.85,31.9,"TX056","ppt",1902,17,2,8,0,5,70,252,166,80,33,38,26
-110.02,37.62,"UT544","ppt",1902,20,16,22,9,12,3,12,23,29,6,43,23
-123.197,48.588,"WA149","ppt",1902,112,114,92,46,47,16,20,22,55,41,180,166
-110.35,31.45,"AZ556","ppt",1902,19,7,17,0,5,7,35,100,37,15,31,71
-109.92,32.72,"AZ559","ppt",1902,26,17,23,0,17,15,62,151,79,26,69,127
-111.9,40.8,"UT523","ppt",1902,58,94,109,163,55,13,16,9,18,27,98,97
-113.94,49.81,"CANA562","ppt",1902,34,66,36,39,130,94,108,89,30,11,50,51
-114.2,49.9,"CANA563","ppt",1902,37,70,45,49,136,99,104,103,34,13,42,52
-113.9,49.01,"CANA565","ppt",1902,39,100,47,41,153,85,84,40,42,11,107,86
-114.3,49.89,"CANA566","ppt",1902,32,64,40,43,121,91,86,80,32,9,40,42
-114.1833,50.0167,"CANA567","ppt",1902,37,57,43,46,126,104,93,81,35,13,47,49
-114.1,49.4,"CANA568","ppt",1902,40,90,43,47,161,97,89,54,43,9,81,70
-114,49.7,"CANA570","ppt",1902,27,50,30,30,110,93,95,67,29,7,47,40
-114.2,50,"CANA571","ppt",1902,41,59,47,50,134,107,93,81,36,14,50,56
-113.9,49.07,"CANA572","ppt",1902,38,95,45,38,145,85,83,41,43,10,103,81
-113.45,49.14,"CANA576","ppt",1902,21,54,32,28,128,76,76,38,31,5,53,45
-114.25,50.3333,"CANA579","ppt",1902,33,45,45,50,125,146,96,75,44,15,43,39
-114.3,51.2,"CANA580","ppt",1902,15,19,24,27,79,126,98,76,46,11,24,22
-114.14,50.09,"CANA582","ppt",1902,37,55,45,47,131,121,94,77,37,13,47,47
-114.18,49.89,"CANA583","ppt",1902,34,67,41,45,129,94,99,98,32,11,41,47
-114.1,49.9,"CANA584","ppt",1902,34,67,41,44,129,93,106,88,32,11,45,47
-119.86,49.427,"CANA588","ppt",1902,36,80,36,53,68,33,60,32,31,11,68,69
-119.46,49.74,"CANA589","ppt",1902,39,89,39,52,87,39,64,30,42,13,73,71
-106.8,38.73,"CO658","ppt",1902,34,34,30,26,48,16,35,54,31,22,41,61
-106.87,39.65,"CO662","ppt",1902,9,8,13,14,22,15,30,24,30,19,16,22
-104.933333,39.066667,"CO665","ppt",1902,13,14,38,23,90,47,46,67,66,28,30,25
-108.15,39,"CO667","ppt",1902,44,62,48,39,58,20,46,64,48,30,94,78
-106.38333,38.45,"CO668","ppt",1902,65,45,40,33,72,17,25,53,33,30,48,77
-106.33,40.92,"CO671","ppt",1902,22,21,46,24,28,27,24,12,52,22,18,50
-114.26,43.82,"ID021","ppt",1902,52,185,60,77,47,25,42,10,7,18,93,125
-112.35,42.67,"ID022","ppt",1902,60,163,116,184,70,18,15,7,16,16,83,122
-114.25,44.42,"ID023","ppt",1902,12,16,13,20,24,13,27,10,4,4,25,20
-108.6167,45.0167,"MT140","ppt",1902,4,14,30,32,73,39,31,13,13,3,10,6
-114.25,48.9833,"MT142","ppt",1902,85,196,65,51,210,117,133,47,47,14,211,184
-109.6,48.1,"MT143","ppt",1902,13,38,32,20,144,142,56,17,19,6,22,44
-109.5,48.25,"MT145","ppt",1902,9,31,23,24,173,126,56,26,17,5,21,32
-109.7,48.2,"MT146","ppt",1902,20,57,52,25,208,162,68,24,24,8,31,67
-112.78,44.67,"MT147","ppt",1902,18,18,28,44,60,27,29,19,9,6,30,19
-110.2,46.0333,"MT149","ppt",1902,12,36,53,54,130,84,53,26,36,8,43,24
-109.406,45.045,"MT150","ppt",1902,18,47,104,99,114,67,39,21,35,7,51,24
-112.35,45.83,"MT151","ppt",1902,11,18,28,30,75,31,32,15,10,4,26,17
-110.57746,47.49649,"MT154","ppt",1902,18,54,41,38,205,138,69,18,34,11,41,46
-113.6167,48.3833,"MT155","ppt",1902,85,224,90,59,197,84,101,36,37,14,197,206
-110.5232,46.97787,"MT156","ppt",1902,12,44,32,31,158,90,68,19,20,8,32,40
-113.5167,48.7,"MT159","ppt",1902,83,214,87,50,184,86,113,32,34,15,202,198
-111.8,46.72,"MT160","ppt",1902,3,12,13,16,77,31,42,10,9,4,11,14
-110.56,47.46,"MT161","ppt",1902,16,50,39,37,201,134,69,18,32,11,39,43
-110.99,46.86,"MT162","ppt",1902,11,37,28,24,137,71,63,17,23,8,28,40
-110.6714,46.4715,"MT163","ppt",1902,22,77,51,46,142,64,61,18,25,11,53,71
-110.55,45.6,"MT164","ppt",1902,7,12,29,36,82,44,32,18,30,7,25,9
-109.2167,47.1833,"MT166","ppt",1902,8,22,30,24,149,144,73,25,16,4,18,23
-114.2,48.85,"MT168","ppt",1902,86,199,73,59,206,102,118,43,42,13,231,194
-113.5,48.35,"MT169","ppt",1902,83,216,87,56,188,83,94,36,36,13,179,196
-111.5,48.8333,"MT173","ppt",1902,5,16,18,7,198,122,55,28,19,5,12,12
-114.25,44.42,"ID014","ppt",1902,12,16,13,20,24,13,27,10,4,4,25,20
-108.93,42.49,"WY057","ppt",1902,16,32,48,54,48,24,14,6,21,14,27,48
-109.35,44.2333,"WY059","ppt",1902,8,17,51,70,69,45,34,10,19,9,22,11
